close,close_detrended,open,close_lag_1,volumeto,ATR,OBV,VROC_1,VROC_30,volumefrom,close_lag_30,hour_low,VROC_7,minute_high,EMA_12,CMF,close_to_volume_ratio,minute_low,day,close_std,RSI,MACD_Histogram,PVT,hour_high,EMA_26,y,low,ds
-0.9709503139714868,-0.9951243735312714,-0.9692724684980543,-0.9810984251743422,-1.0640656925101593,-0.6605119364046852,-0.05632953966800518,1.1147473739996427,-0.11635027692370584,-0.8903835353962442,-0.8757266583600744,-0.9669760471173751,-1.2464586354927754,0.39969649591409917,-0.9448330657342908,0.16759855065593735,0.8014310925469036,-1.0727009505867522,-0.09448206804286771,-0.5717094546791914,-0.792978653811274,-0.23336433605401039,1.0221732885762855,0.8772436266604389,-0.9315361012892233,-0.9686720233637438,-0.9841831413169522,2021-02-15
-0.9820550000738499,-0.9969827767098092,-0.966594141234318,-0.9825767607381085,-1.0730408724576819,-0.6455052145627357,-0.0653648743801953,-0.678818464688818,-0.24315149116939938,-0.9163172064931853,-0.8755401776135727,1.0862163152077422,-1.3017465938740058,-0.2613939026859358,-0.9376398121473593,0.1916681747513864,1.894458676451854,0.8709596152398312,0.019082077061059608,-0.5913777676365972,-0.7080727298975675,-0.25832117084878464,0.14573564069735107,-0.9552479612850645,-0.9253900252884409,-0.9748864171403852,-0.9812284316541525,2021-02-16
-0.9835377344442625,-1.002024086330832,-0.9776239933620304,-0.967695720676267,-1.0742392681399382,-0.623139766731626,-0.07125591119518813,0.21434347410158677,-0.04208120257977021,-0.9038871929724891,-0.8760191540569382,-0.8462000258041329,-1.185471984986902,-0.2613939026859358,-0.9271275896593508,0.22942700056569826,1.1352832929626446,0.9789407577857525,0.13264622216498692,-0.6263119770519359,-0.7387160244985168,-0.22829778720870159,-1.2487006927048352,0.9994097325234724,-0.9178634529265808,-0.9851801288125966,-0.9902969556662357,2021-02-17
-0.9686124156546874,-0.9598351378115794,-0.9789156125104479,-0.9188982627472733,-1.0621761245528765,-0.6048111145799522,-0.06385781179622224,-1.8955924970928197,-0.12833764994342609,-0.912463006716267,-0.8758827431825082,-1.3293041110571016,-1.220230095920704,-0.8673934347359679,-0.914435524660571,0.24224473656127346,1.90425149060625,-1.4506349494974768,0.24621036726891424,-0.6681065566182431,-0.46895141723631234,-0.14473446316415933,-3.2216725565603728,0.6329114149343718,-0.9096160778910505,-0.9692640327281069,-0.9760801554875903,2021-02-18
-0.9196697602566493,-0.9213578546071575,-0.9642545235497552,-0.9476243685446191,-1.0226190280492824,-0.6086225765091465,-0.057499476995971646,1.9131514273459387,1.3329138148328685,-0.7877319653502286,-0.8736002399950102,-1.0877520684306172,-0.34860588920460595,0.7302416952141166,-0.9021388484849971,0.2445350858853642,-0.34081723005532055,-0.9107292367678703,0.3597745123728415,-0.7121735600629308,-0.05564997222302075,-0.03596501465521847,2.189411103419321,0.38857920320830464,-0.9019035235481373,-0.9240790556421616,-0.9693873519294407,2021-02-19
-0.948481340954416,-0.9315398462232307,-0.9152314295650006,-0.9263623953059609,-1.0459055143878802,-0.6112961128277759,-0.0789806823538246,-0.13883572299118715,-0.42685039102804695,-0.8697542064964812,-0.862454185904191,1.4485443791474688,-0.7723180414826443,-0.42666650233594455,-0.896470130458272,0.21036839832717982,0.5107981906863119,0.9249501865127919,0.47333865747676884,-0.7112983826654676,-0.392668250446821,-0.005223368782362507,-1.4467997890949575,-1.3217462788741652,-0.8974912962345606,-0.9220815364464804,-0.943391862092607,2021-02-20
-0.9271561024385863,-0.9004603454226965,-0.9444817515912999,-0.8602060042748032,-1.0286697409583745,-0.5990665093861952,-0.06744416856684593,-2.0319924084069623,-0.05158058945694327,-0.8714653549244495,-0.8760185021000404,-1.3293041110571016,-0.908867565797452,-0.7572117016359621,-0.8845528399186876,0.23344157602418514,0.7955963975338657,-0.7487575229489883,0.5869028025806962,-0.7518665899876124,-0.3582237918244656,0.14658014712285647,-3.4652178262646873,0.8772436266604389,-0.890420034634859,-0.9248371258032879,-0.9419217561669748,2021-02-21
-0.8608028622077671,-0.8815415576107024,-0.9231801594773469,-0.8455433394499031,-0.9750408253576514,-0.6199335586228188,-0.05611512098793853,0.2621136072059348,1.7148696024865009,-0.5754291547270932,-0.88633766828388,0.36156018732828904,0.880050846720601,1.721877293114169,-0.8743308582358261,0.1464562666335092,-0.9224952261189923,-0.37082352403826374,0.7004669476846235,-0.7773413661979703,0.31397358438289863,0.31872987119924423,-0.7229915586530806,1.4880741559756065,-0.8844899273089629,-0.8701697734741103,-0.9549547252043672,2021-02-22
-0.8460965684334838,-0.8584306165891883,-0.8574673730491144,-0.80428643061739,-0.9631547052561049,-0.660466063930015,-0.008893507397247685,0.5279989459656149,1.3862300312399356,-0.6357249193828384,-0.8984163934209256,-0.2423199192379219,1.947311364164739,1.5015138269141575,-0.8742671808534028,-0.07156851749686016,-0.7314209721613447,-0.802748094221949,0.8140310927885508,-0.7772534185699954,0.2037519402901595,0.36570071429105494,-1.800885006080356,0.2664130973452711,-0.8833962721950575,-0.847633173032323,-0.906551793643293,2021-02-23
-0.804716899133575,-0.8193058801027828,-0.8419209031219306,-0.8727484070113605,-0.9297102679068517,-0.7009337552191418,0.031017616085494942,-0.11041592192774687,0.5534060258198812,-0.7102187803001724,-0.8651097031741096,-1.3293041110571016,1.5969610182122969,0.6751508286641137,-0.8768552964331296,-0.19745252723628648,-0.27289432434618494,-0.10087066767346049,0.9275952378924781,-0.7806121759921943,0.8472555436630486,0.37508102959607886,3.7710381368425674,0.8772436266604389,-0.8833922047787374,-0.8024134053808897,-0.8391941057280571,2021-02-24
-0.8733825850263609,-0.865480640454024,-0.80235218461278,-0.8772266748003821,-0.9852081795267146,-0.7265286381324823,0.00013841443753311546,0.4447704027669,0.11708430136107956,-0.7176363623382928,-0.8322859183887132,1.4485443791474688,2.4715574788124823,1.2811503607141457,-0.8874080078517937,-0.21178456836728354,-0.5271138149261176,1.3028841854235165,1.0411593829964054,-0.8206906854735553,-0.46268173597915146,0.2398613983803311,0.2594463846771898,-1.3217462788741652,-0.886699807928272,-0.810902792201899,-0.8612044379642593,2021-02-25
-0.8778741779592787,-0.8767473900865977,-0.8683731266120062,-0.8848210518835076,-0.9888384357365201,-0.7511681009540463,-0.029841451072573102,0.22956824229981754,-0.35583773711957817,-0.7683905596573295,-0.8036576854590481,-0.4838719618644063,2.5368989929162558,0.45478736246410206,-0.8874437541692637,-0.07726838492833613,-0.24744991045739773,1.518846470515359,1.1547235281003327,-0.8206977155223133,-0.10531781621062695,0.2379675880037234,0.44597275968603856,0.8772436266604389,-0.884776072212319,-0.8525190674517616,-0.8751589960086815,2021-02-26
-0.8854911522099256,-0.8714909208573476,-0.873560073215678,-0.8870186392275324,-0.9949947299788723,-0.7548448146863309,-0.053667682748593536,-0.611146640738851,-0.12510030700306593,-0.7969135382260735,-0.7877370590111505,1.4485443791474688,1.145673897241743,1.4464229603641545,-0.8866725537474972,-0.001292573832322388,-0.04855668601474494,0.22307275996430342,1.26828767320426,-0.8215169404777347,-0.36832977806175626,0.2449131334488189,0.13670384949426423,-1.1995801730111315,-0.8823389340979618,-0.8689199338209038,-0.8764572204336163,2021-02-27
-0.8876952785035986,-0.8697002895389407,-0.8812881647926104,-0.8503726327072146,-0.9967761788135776,-0.7482036498238502,-0.07403567894378803,-0.2306629660316095,-0.12730283777484597,-0.7610601706686586,-0.7805393889805545,0.6031122299547734,1.743272449364539,0.5649690955641079,-0.8843816695057611,0.04888531970265898,-0.351409141373276,-1.288663235678595,1.3818518183081874,-0.8251696128195429,-0.18736184008767007,0.27621850848144686,-1.8509151255584193,1.2437419442495394,-0.8790971683478768,-0.8845946415451885,-0.9088214461933835,2021-02-28
-0.8509402313155257,-0.8685530071003615,-0.8832374442638058,-0.8699423918064406,-0.9670695161396932,-0.7660969524661005,-0.049320682750142925,1.5588367609429021,0.04695466270936656,-0.7570181296637132,-0.7761479958416629,-1.3293041110571016,1.8650499439489,1.115877761064137,-0.8812750844623474,0.005498866495537497,-0.18851996444991112,-1.1266915218597129,-1.6843800994978502,-0.8305756261759029,0.325540220306055,0.32737227062078034,1.0735418492596958,0.5107453090713382,-0.8754196448148489,-0.8519103317164886,-0.8764548948531482,2021-03-01
-0.8705682204868006,-0.8803577271168844,-0.8467679811518926,-0.8668661581057701,-0.9829335157764765,-0.7721686332720294,-0.07452575152104597,0.20744234025821462,-0.18234523515195017,-0.8437828103000321,-0.7833686611172839,0.9654402938944999,0.1852690848874769,0.8955142948641254,-0.8842601569400118,-0.02490478661580485,0.7241231220652604,-0.5327952378571458,-1.5708159543939229,-0.8336957754923413,0.21884629995489907,0.2825210159454672,-0.15619479144168733,-1.3217462788741652,-0.8743897642670864,-0.8574033544130288,-0.8681255091602994,2021-03-02
-0.8674828334128505,-0.87829493803619,-0.8664568570949137,-0.8868470985016383,-0.9804398023557763,-0.7695940093288278,-0.05984036590090034,0.5997010963097462,-0.10954068946413528,-0.8605514948129263,-0.7695981778864519,-1.3293041110571016,0.3969167545425328,-1.0877569009359795,-0.8842332597941037,0.017387030124074103,1.1460426503620966,-0.42481409531122444,-1.4572518092899955,-0.8309717118343559,0.10322363585971957,0.26945766788429154,1.1673302936812384,0.9994097325234724,-0.8717064845670827,-0.8667129204704879,-0.861800493406776,2021-03-03
-0.8875232273560493,-0.8804835482387321,-0.8638796894882207,-0.8964200627028578,-0.9966371212285373,-0.7650911891752056,-0.07249265180078011,0.49526709886396236,-0.5747234725725289,-0.8859674658470441,-0.717539316508688,0.8446642725812578,-0.846734057445711,-0.5368482354359504,-0.8847602486267369,0.0514083541300855,1.79221142696729,1.6808181843342411,-1.3436876641860682,-0.8309963752039274,-0.18670690839009152,0.23670294926038418,0.585541966668061,-0.9552479612850645,-0.8690554944289326,-0.8755376200930985,-0.8823631224787931,2021-03-04
-0.8971246760364254,-0.8930132595109805,-0.8840641955312409,-0.8880551625545654,-1.0043973343611552,-0.7604850425420933,-0.0820634077476085,-0.7537547211522331,-0.5884901323705393,-0.9031885877023004,-0.6888895502059003,-0.3630959405511641,-0.8676249357729157,-1.418302100235997,-0.8817536553256696,0.08313228220124856,2.6014715406524638,0.8709596152398312,-1.230123519082141,-0.8357820700165205,-0.3372713943700447,0.25008235530282996,-0.47786411837105314,-1.3217462788741652,-0.8645884078199793,-0.8977499794942255,-0.8944775683849508,2021-03-05
-0.8887348860192364,-0.8772879146680886,-0.8938049378337893,-0.8715365578774581,-0.9976164244709199,-0.7456330789929099,-0.07458060676228384,-0.1564072508915913,-0.4704213144539208,-0.88428030697873,-0.7093375373592113,0.24078416601504685,-0.45288937282048947,-0.8123025681859649,-0.8764615466032221,0.08564263847881383,1.7029542766897594,0.22307275996430342,-1.1165593739782136,-0.8421204524882828,-0.2301428796555923,0.3034717283687316,-0.8943654454798755,1.2437419442495394,-0.8589954619340259,-0.8941632860936539,-0.9003293200467727,2021-03-06
-0.872167130019641,-0.8629457583152973,-0.8845033563403878,-0.876946934402011,-0.9842258080936551,-0.7438107741464346,-0.0648052931937425,-0.14079523150452278,-0.512173951416093,-0.8851644730775449,-0.6718820328202122,-0.6046479831776485,0.15850152701929135,1.2811503607141457,-0.8717266619901451,0.06016321292883698,1.9630766158739124,-1.0727009505867522,-1.0029952288742863,-0.8496767109376843,-0.021092118462610557,0.35968905055068057,0.31120616692289327,0.7550775207974053,-0.8536265925256801,-0.8804948692477184,-0.8832899786302918,2021-03-07
