close,close_detrended,open,close_lag_1,volumeto,ATR,OBV,VROC_30,VROC_1,volumefrom,VROC_7,hour_low,minute_high,minute_low,close_to_volume_ratio,EMA_12,day,RSI,close_lag_30,CMF,close_std,ROC_7,MACD_Histogram,ROC_30,hour_high,y,low,ds
0.002992128944888782,0.0016169593806904456,0.002134047753306584,0.00032082498365486323,0.0025660324505753992,0.0643604343690943,0.2560958426208852,0.030497311363553714,0.44847113936118993,0.002683144291291,0.01366801707876944,0.13043478260869565,0.576271186440678,0.11864406779661017,0.35281107344269863,0.0,0.4666666666666667,0.34738413392447887,0.01832627180718481,0.3937866141183868,0.053018792657897634,0.0671262291441565,0.5529887865943598,0.17116318967470828,0.7826086956521738,0.0038031324868307848,0.0014241204996620627,2021-02-15
0.0003524576331495749,0.0011814394482038137,0.002726767127034742,0.0,0.0003022656262856166,0.06765156819219845,0.25471306212488326,0.023689330069786116,0.20513205548566732,0.0004349380376234,0.009050798448405686,0.8695652173913043,0.3728813559322034,0.7288135593220338,0.5126324932546377,0.0016220432297374618,0.5,0.36464936217857574,0.018365674287787084,0.39633645483107766,0.04985606644102286,0.0343979907442086,0.5499668745409507,0.15484900159700218,0.13043478260869565,0.0023714622729997803,0.0021123753862101677,2021-02-16
0.0,0.0,0.00028583799415062006,0.0032294490855947766,0.0,0.07255654894689431,0.253811489458404,0.03448483208129101,0.326310326865252,0.0015125037253327,0.01876114598357627,0.17391304347826086,0.3728813559322034,0.7627118644067796,0.40162661429772584,0.003992497588130459,0.5333333333333333,0.35841818947170273,0.01826446887986842,0.4003364753940469,0.04423853634462059,0.0,0.5536022724450587,0.15311205892577734,0.8260869565217391,0.0,0.0,2021-02-17
0.003547865780647287,0.009887051541335935,0.0,0.013819361163866228,0.003042629162724776,0.07657621744369159,0.2549437051296809,0.02985370702770295,0.04004824760871245,0.0007690610396836,0.015858419927873638,0.0,0.1864406779661017,0.0,0.5140643889223743,0.006854495688692404,0.5666666666666667,0.41327357887883553,0.018293291838455343,0.40169433561473145,0.03751783727887551,0.08511313665982786,0.5637205834500266,0.1747121131013405,0.6956521739130435,0.003666745543271857,0.0033115883828531076,2021-02-18
0.015181920285532925,0.01890426802965616,0.0032445293689882596,0.0075852877580819475,0.013019926916491197,0.07574032327554753,0.25591679374553206,0.10830857590941302,0.5567932910842961,0.0115820734426471,0.08864966857871648,0.08695652173913043,0.6779661016949152,0.1694915254237288,0.18579264556012448,0.009627335558414225,0.6,0.49731652260976894,0.018775573732202178,0.4019369661572647,0.03043172534871394,0.17949014558194737,0.5768909918850197,0.24317691807946118,0.6086956521739131,0.014076447298854274,0.004870575653784674,2021-02-19
0.008333180725252201,0.016518101049087172,0.014093441657744572,0.012199512284605245,0.007146487549724384,0.07515398830524497,0.2526292794756537,0.013826501221001385,0.2783933224204677,0.0044715137846823,0.05326453769868301,1.0,0.3220338983050847,0.7457627118644068,0.3103150159749825,0.010905603533457577,0.6333333333333333,0.428785409218312,0.021130681100362113,0.39831748250400234,0.030572456610483432,0.13756255068183249,0.580613360966225,0.19041656328335654,0.0,0.014536635184720474,0.01092583148269774,2021-02-20
0.013402357810253507,0.023801634701357398,0.007620284778256631,0.02655662009655626,0.011493784462858758,0.07783607050505123,0.2543948439804163,0.033974808194321394,0.021542414845886704,0.0043231732515456,0.041860987520789684,0.0,0.22033898305084745,0.22033898305084745,0.35195793006838244,0.013592893812180089,0.6666666666666666,0.43578953110747687,0.018264606635210463,0.40076176362902827,0.024048962035873887,0.1810029526167912,0.5989945730965354,0.23519905195454027,0.7826086956521738,0.013901803317689476,0.011268270403109598,2021-02-21
0.02917504540031151,0.02823528466804058,0.012334371256091076,0.029738677890525776,0.025020350021365073,0.07325970451024383,0.25612865756114134,0.12881585474629934,0.33279146080272937,0.0299867375848726,0.19125748658347186,0.6086956521739131,0.9830508474576272,0.3389830508474576,0.10074026026520433,0.0158979002995516,0.7,0.5724777690662379,0.016084216686013557,0.39154688422705647,0.01995253837391564,0.23924186705095912,0.6198394170222726,0.34829420379135606,1.0,0.026496051897956924,0.008232437563372497,2021-02-22
0.03267084721047916,0.033651372839667085,0.026876747068425064,0.03869215734827395,0.028018329394785026,0.06437049469103051,0.26335552057650397,0.11117113370204161,0.36886501514575,0.0247596598347925,0.28038675250094247,0.3913043478260869,0.9152542372881356,0.2033898305084746,0.1286789500171308,0.01591225923543492,0.7333333333333333,0.5500647058065168,0.013532040432745099,0.3684502015058514,0.019966680627463807,0.2988973928325007,0.6255269073657055,0.3926944080850028,0.5652173913043478,0.03168802729140474,0.019507167730464105,2021-02-23
0.042507120377802625,0.042820321101218375,0.030317213080061425,0.023834696704077764,0.03645386028897915,0.05549549927582393,0.2694635757712944,0.06645665455743126,0.2822491320068943,0.0183017401924805,0.2511282269223388,0.0,0.6610169491525424,0.423728813559322,0.19572426612307864,0.015328651928513196,0.7666666666666667,0.6809181973232991,0.02056958313352087,0.3551145477441852,0.01942658193276049,0.36549791426312817,0.626662727998335,0.3941739293159018,0.7826086956521738,0.042105744087250443,0.03519712144670136,2021-02-24
0.026184746248424033,0.03199918780624608,0.0390738524838853,0.0228628333291925,0.02245588678014803,0.049882269035291825,0.2647377787608853,0.043030458240223474,0.35757311996275554,0.0176587053416544,0.3241676950120901,1.0,0.847457627118644,0.864406779661017,0.158552541889735,0.01294906751581925,0.8,0.4145484896623909,0.02750509024384931,0.35359626803084787,0.012981832301997856,0.2822434954697676,0.6102895846574993,0.25821395552797854,0.0,0.04014996164375402,0.030070147752182648,2021-02-25
