close,close_detrended,open,close_lag_1,volumeto,ATR,volumefrom,OBV,VROC_30,VROC_1,VROC_7,minute_high,hour_low,close_lag_30,close_std,minute_low,EMA_12,day,CMF,RSI,ROC_30,EMA_26,MACD_Histogram,ROC_7,BB_upper,y,low,ds
8.8617388,7.632658351560607,8.72426582,8.29786719,2320890605.34,2.6150934734769926,0.002683144291291,-27756988924.529984,16.007267011257163,53.3742700299378,-80.86610341080907,34,3,14.22020281,2.5155329063478287,7,10.878576440320924,15,225891345.504673,33.72810143182727,-37.68205054172501,12.760881107157818,-0.38071192344001,-38.69338852360242,17.49830823669566,9.31063831,7.84047064,2021-02-15
8.29786719,7.538279229621478,8.86074792,8.22257719,2173212553.93,2.703164689129069,0.0004349380376234,-27866843559.119984,-9.42033204381212,-20.370942625934696,-85.23961166480312,22,20,14.23002516,2.3837390570929404,43,11.245274193106544,16,251803701.7785416,35.225247528863704,-41.68761406462615,13.072812491730444,-0.4211235360870156,-45.41429248861896,17.48552021168588,8.98036803,7.98355724,2021-02-16
8.22257719,7.282256004440738,8.29868913,8.98045215,2153494092.55,2.8344226813697677,0.0015125037253327,-27938468763.639984,30.90053326144897,16.352781528175186,-76.04180482608439,22,4,14.20479642,2.149651164577977,45,11.781166375489551,17,292453283.3051758,34.68491433657931,-42.11407930899441,13.45480811586888,-0.3725078618641957,-52.47808827121513,17.282560455155956,8.43329825,7.54439928,2021-02-17
8.98045215,9.424824400129124,8.23287085,11.46565287,2351981649.26,2.941989589936673,0.0007690610396836,-27848520185.969982,13.603424771399798,-70.40047476699749,-78.79131646502077,11,0,14.21198148,1.869593158028956,0,12.428182591033108,18,306252324.80348206,39.441673467916885,-36.81069622390192,13.873386589938391,-0.2371970858562002,-34.999689016675894,17.053631131557914,9.27917537,8.23287085,2021-02-18
11.46565287,11.378895640091995,8.97997007,10.00266398,3002856056.82,2.919620941470263,0.0115820734426471,-27771213415.569984,306.6299276010147,86.20187826671592,-9.84220396264972,40,2,14.33220593,1.5743080452853646,10,13.055042671220946,19,308718019.6328697,46.72941755901298,-20.000780577676235,14.264821345133464,-0.0610710323274841,-15.618908245044627,16.725592476570732,11.68057695,8.5569807,2021-02-19
10.00266398,10.861802557485136,11.47808705,11.08551283,2619699067.57,2.9039305331218217,0.0044715137846823,-28032389126.299984,-46.257692003254725,1.8312766949417192,-43.3596035838788,19,23,14.91929305,1.5801724525806082,44,13.3440226350793,20,271935584.7599869,40.78677449460779,-32.95483943858854,14.48875482314414,-0.0112923045616777,-24.228945099586664,16.963652614661214,11.78673714,9.81585439,2021-02-20
11.08551283,12.440176954244716,9.98755024,14.45478487,2903297329.61,2.9757034395158075,0.0043231732515456,-27892124316.319984,28.995609856585386,-76.00876650021821,-54.16124085092816,13,0,14.20483076,1.3083321472155949,13,13.951542390548264,21,296775208.282322,41.39413360942531,-21.959557158426858,14.84764209059567,0.2345171073153362,-15.308245915024354,16.64744590493119,11.64028854,9.88704665,2021-02-21
14.45478487,13.40096877943598,11.07303597,15.20153822,3785710139.32,2.8532392256324086,0.0299867375848726,-27754381950.189983,383.2239782415794,18.316923879902586,87.34967168668739,58,14,13.66129764,1.137630225655731,20,14.472638674284312,22,203130441.80879596,53.24698947434486,5.808285939665669,15.148612431443324,0.5132723270325648,-3.348599747833114,16.51720655731146,14.5456406,9.25590402,2021-02-22
15.20153822,14.574659368209897,14.42162567,17.30270709,3981284942.91,2.6153626891425943,0.0247596598347925,-27180245709.419983,317.3214922046892,29.249207728065876,171.77443286196183,54,9,13.02508469,1.1382195469894292,12,14.475884820517823,23,-31585973.392204285,51.30345130108267,16.709707320912635,15.20411863635879,0.5893303501087519,8.901954494064235,16.52105925597886,15.74337116,11.59989436,2021-02-23
17.30270709,16.56161156369196,15.2138421,13.81601413,4531581356.7,2.3778665321535635,0.0183017401924805,-26694992863.129986,150.3142989437051,2.9998004412423063,144.06025829890078,39,0,14.77942113,1.115713113908785,25,14.343947838793792,24,-167107462.91010284,62.650349889663694,17.072968811194556,15.204325069667494,0.6045195226032054,22.578697589286413,16.425302575817568,18.14662172,14.86179947,2021-02-24
